term;definition;source;info_semantica
infraestructura de clave pública;``` La infraestructura de clave pública es un conjunto de servicios que permiten a los usuarios crear, administrar y compartir claves públicas y priva.;"<a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013D0001(01)"" target=""_blank"">2013/132/UE: Decisión del Banco Central Europeo, de 11 de enero de 2013 , por la que se establece el marco de una infraestructura de clave pública para el Sistema Europeo de Bancos Centrales (BCE/2013/1) (DO L 74 de 16.3.2013, p. 30)<br></a>";"Variants: infraestructura de clave pública | Domains: EDUCATION AND COMMUNICATIONS | Context: Conjunto de personas, políticas, procedimientos y sistemas informáticos necesarios para la prestación de servicios de autenticación, encriptado, integridad y no repudio por medio de criptografía de claves públicas y privadas y certificados electrónicos. | Ref: <a href=""https://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013D0001(01)"" target=""_blank"">2013/132/UE: Decisión del Banco Central Europeo, de 11 de enero de 2013 , por la que se establece el marco de una infraestructura de clave pública para el Sistema Europeo de Bancos Centrales (BCE/2013/1) (DO L 74 de 16.3.2013, p. 30)<br></a>"
aumento de la memoria;``` aumento de la memoria ``` Ejemplo: ``` La tecnología de aumento de la memoria es una forma de mejorar la capacidad de almacenamiento de los dispos.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: aumento de la memoria | Domains: EDUCATION AND COMMUNICATIONS | Context: memoria de ordenador que se añade externamente y que es totalmente compatible con el sistema informático | Ref: J.A. Alonso y J.M. Otero, Ingenieros
autómata;Un autómata es una máquina que realiza cálculos o procesos mecánicos, siguiendo instrucciones preestablecidas. Ejemplo: En la industria, los autómatas.;J.A. Alonso y J.M. Otero, Ingenieros;"Variants: autómata | Domains: EDUCATION AND COMMUNICATIONS | Context: 1) robot cuyo funcionamiento se desarrolla sin necesidad de intervenciones humanas paso a paso; 2) máquina que imita la figura y los movimientos de un ser animado | Ref: J.A. Alonso y J.M. Otero, Ingenieros"
biblioteca de desarrollo de software;## Biblioteca de desarrollo de software Una biblioteca de desarrollo de software es una colección de archivos que contienen código fuente, documentaci.;TIBI-CENTAURUS;Variants: biblioteca de desarrollo de software | Domains: EDUCATION AND COMMUNICATIONS | Context: biblioteca de equipo lógico que contiene informaciones legibles por el hombre y por ordenador sobre actividades de desarrollo del equipo lógico | Ref: TIBI-CENTAURUS
canal de comunicación de banda ancha;## canal de comunicación de banda ancha ### Definición Un canal de comunicación de banda ancha es una conexión de red que permite la transmisión de da.;CCITT, Rec.I. 113;Variants: canal de comunicación de banda ancha | Domains: EDUCATION AND COMMUNICATIONS | Context: parte normalizada de la capacidad de carga neta de información de que dispone el usuario para los servicios RDSI | Ref: CCITT, Rec.I. 113
sistema de programación para el manejo de datos;## Answer 1, authority 100% Sistema de programación para el manejo de datos (SPMD) es una arquitectura de computación distribuida que permite a los pr.;Termcat;Variants: sistema de programación para el manejo de datos | Domains: EDUCATION AND COMMUNICATIONS | Context: sistema de programas que ofrece a un operador de terminal la posibilidad de consultar y de poner al día los bancos de datos en un lenguaje conversacional | Ref: Termcat
aseguramiento de la ciberseguridad;## Aseguramiento de la ciberseguridad ### Definición La seguridad cibernética es una disciplina que se ocupa del análisis, diseño, implementación y ge.;"COM-ES a partir de: Xavier Rubiralta Costa, «Transformando la Ciberseguridad»,<a href=""http://www.itsmf.es/index.php?option=com_docman&amp;task=cat_view&amp;gid=338&amp;Itemid=177"" target=""_blank""> COBIT 5<time datetime=""14.11.2019""> (14.11.2019)</time></a>";"Variants: aseguramiento de la ciberseguridad | Domains: EDUCATION AND COMMUNICATIONS | Context: Proceso de auditoría y revisión de las medidas de ciberseguridad [ <a href=""/entry/result/2229866/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:2229866</a> ] adoptadas en un determinado entorno para garantizar su fiabilidad y correcto funcionamiento. | Ref: COM-ES a partir de: Xavier Rubiralta Costa, «Transformando la Ciberseguridad»,<a href=""http://www.itsmf.es/index.php?option=com_docman&amp;task=cat_view&amp;gid=338&amp;Itemid=177"" target=""_blank""> COBIT 5<time datetime=""14.11.2019""> (14.11.2019)</time></a>"
árbol de decisión potenciado;``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ``` ```;"Consejo-ES, a partir de diversas fuentes, en particular:<div>- Jordan, J.: <a href=""https://www.jeremyjordan.me/boosted-trees/"" target=""_blank""><i>Boosted trees</i><time datetime=""2.7.2021""> (2.7.2021)</time></a> (publicado el 19.6.2017)<br></div><div>- Martínez Heras, J.: <a href=""https://www.iartificial.net/ensembles-voting-bagging-boosting-stacking/#Bagging"" target=""_blank""><i>Ensembles: voting, bagging, boosting, stacking</i><time datetime=""2.7.2021""> (2.7.2021)</time></a> (publicado el 31.5.2019).</div>";"Variants: árbol de decisión potenciado | Domains: EDUCATION AND COMMUNICATIONS | Context: Técnica de aprendizaje automático en la que los modelos (los árboles de decisión) se entrenan de manera iterativa, en orden secuencial, de modo que cada modelo aprende del anterior. | Ref: Consejo-ES, a partir de diversas fuentes, en particular:<div>- Jordan, J.: <a href=""https://www.jeremyjordan.me/boosted-trees/"" target=""_blank""><i>Boosted trees</i><time datetime=""2.7.2021""> (2.7.2021)</time></a> (publicado el 19.6.2017)<br></div><div>- Martínez Heras, J.: <a href=""https://www.iartificial.net/ensembles-voting-bagging-boosting-stacking/#Bagging"" target=""_blank""><i>Ensembles: voting, bagging, boosting, stacking</i><time datetime=""2.7.2021""> (2.7.2021)</time></a> (publicado el 31.5.2019).</div>"
suceso de activación;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;"Reglamento (UE) n° 617/2013 de la Comisión, de 26 de junio de 2013, por el que se desarrolla la Directiva 2009/125/CE del Parlamento Europeo y del Consejo en lo relativo a los requisitos de diseño ecológico aplicables a los ordenadores y servidores informáticos, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013R0617"" target=""_blank"">CELEX:32013R0617/ES</a>";"Variants: suceso de activación | Domains: EDUCATION AND COMMUNICATIONS | Context: Evento o estímulo de usuario, programado o externo que hace que el ordenador pase del modo de espera o desactivado a un modo activo de funcionamiento. | Ref: Reglamento (UE) n° 617/2013 de la Comisión, de 26 de junio de 2013, por el que se desarrolla la Directiva 2009/125/CE del Parlamento Europeo y del Consejo en lo relativo a los requisitos de diseño ecológico aplicables a los ordenadores y servidores informáticos, <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32013R0617"" target=""_blank"">CELEX:32013R0617/ES</a>"
saboteador;``` saboteador ``` Ejemplo: ``` Un saboteador es una persona que se dedica a destruir o dañar los sistemas informáticos de una organización con el fin.;"Rafael Fernández Calvo, Glosario básico inglés-español para usuarios de Internet , <a href=""http://www.ati.es/novatica/glosario/glosario_internet.html#cracker"" target=""_blank"">http://www.ati.es/novatica/glosario/glosario_internet.html#cracker</a>";"Variants: saboteador | Domains: EDUCATION AND COMMUNICATIONS | Context: Intruso que accede a un sistema informático con fines delictivos. | Ref: Rafael Fernández Calvo, Glosario básico inglés-español para usuarios de Internet , <a href=""http://www.ati.es/novatica/glosario/glosario_internet.html#cracker"" target=""_blank"">http://www.ati.es/novatica/glosario/glosario_internet.html#cracker</a>"
entrada limitada;``` Entrada limitada es una forma de procesamiento de datos que limita la cantidad de datos que se pueden ingresar a un sistema. Esto puede ser necesa.;Termcat;Variants: entrada limitada | Domains: EDUCATION AND COMMUNICATIONS | Context: relativo a un sistema u operación cuya velocidad o eficiencia depende principalmente de la velocidad de entrada de datos a la máquina más que de la velocidad de la máquina propiamente dicha | Ref: Termcat
programa de conversión;``` programa de conversión ``` Ejemplo: ``` El programa de conversión es una herramienta que permite convertir archivos de un formato a otro, como por.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: programa de conversión | Domains: EDUCATION AND COMMUNICATIONS | Context: serie de instrucciones que preparan un programa escrito para su ejecución en un sistema dado, con objeto de poderlo ejecutar en un sistema distinto | Ref: J.A. Alonso y J.M. Otero, Ingenieros
estructura lógica;``` Estructura lógica ``` ## Answer 1, by user203579 The logical structure of a program is the way in which it is organized into modules and subroutin.;Termcat;Variants: estructura lógica | Domains: EDUCATION AND COMMUNICATIONS | Context: estructura de los datos que corresponden a la división conceptual de los archivos, en una base de datos | Ref: Termcat
acotado por la entrada/salida;``` acotado por la entrada/salida ``` Ejemplo: ``` La entrada/salida es acotada por la entrada/salida. ``` ## Answer 1, author: jmh42 Posted on 2023-0.;Termcat;Variants: acotado por la entrada/salida | Domains: EDUCATION AND COMMUNICATIONS | Context: dícese de un sistema o condición en el que el tiempo para los procesos de entrada y salida es mayor que el tiempo de otras operaciones | Ref: Termcat
etiqueta;``` Etiqueta ``` ## Definición Una etiqueta es una palabra o frase que se utiliza para identificar, clasificar o categorizar contenido digital. Las et.;"PE-ES basado en:Wikipedia, la enciclopedia libre &gt; Etiqueta (metadato) <a href=""http://es.wikipedia.org/wiki/Etiqueta_(metadato)"" target=""_blank"">http://es.wikipedia.org/wiki/Etiqueta_(metadato)</a> [30.7.2015]";"Variants: etiqueta | Domains: EDUCATION AND COMMUNICATIONS | Context: Palabra clave o término asignado a cierta información almacenada en un repositorio (como una imagen, un vídeo u otro tipo de archivo informático) que la describe y facilita su recuperación. | Ref: PE-ES basado en:Wikipedia, la enciclopedia libre &gt; Etiqueta (metadato) <a href=""http://es.wikipedia.org/wiki/Etiqueta_(metadato)"" target=""_blank"">http://es.wikipedia.org/wiki/Etiqueta_(metadato)</a> [30.7.2015]"
comprobación de los programas;## comprobación de los programas ### procesamiento de datos #### definición La comprobación de los programas es una actividad que se realiza con el fi.;Mundo científico, Mayo 85,505;"Variants: comprobación de los programas | Domains: EDUCATION AND COMMUNICATIONS | Context: proceso consistente en determinar si los productos de una fase dada de un ciclo de desarrollo cumplen o no los requisitos establecidos durante la fase precedente; 2) comprobación oficial de la corrección de un programa | Ref: Mundo científico, Mayo 85,505"
distribuidor;``` distribuidor ``` Ejemplo: ``` Un distribuidor es una persona que vende productos a los consumidores finales. ``` ## Answer 1 Un distribuidor es un.;Termcat;Variants: distribuidor | Domains: EDUCATION AND COMMUNICATIONS | Context: conjunto de circuitos electrónicos que actúan como enlace intermedio entre el acumulador y la memoria de tambor | Ref: Termcat
restricción;1 0 # restricción ## Definición Restricción es una palabra que se utiliza en el contexto del procesamiento de datos para referirse a la limitación o c.; puede ser física o matemática, necesaria o incidental;Variants: restricción | Domains: EDUCATION AND COMMUNICATIONS | Context: condición impuesta a un sistema que le limita su libertad | Ref: puede ser física o matemática, necesaria o incidental
tipo de tabla;tipo de tabla Un tipo de tabla es una estructura de datos que se utiliza para organizar y almacenar información en forma de filas y columnas. Las tabl.;,TIBI-CENTAURUS;Variants: tipo de tabla | Domains: EDUCATION AND COMMUNICATIONS | Context: tipo compuesto que está constituido por componentes que son todos del mismo subtipo, y por lo tanto del mismo tipo. Cada componente viene únicamente caracterizado por un índice (para una matriz unidimensional) o por una secuencia de índices (para una matriz multidimensional). Cada índice debe ser un valor de un tipo discreto y debe pertenecer a la gama de índices correcta | Ref: ,TIBI-CENTAURUS
flujo de clics;## flujo de clicks ### Noun (plural of click flow) 1. (computing, marketing) The number of times a user clicks on an advertisement or link. Synonyms: .;Consejo-ES;Variants: flujo de clics | Domains: EDUCATION AND COMMUNICATIONS | Context: Registro completo de la ruta que sigue un usuario mientras navega por internet, tanto de un sitio web a otro, como dentro de un mismo sitio web, así como de las acciones que lleva a cabo, con fines de marketing y publicidad o diseño web. | Ref: Consejo-ES
computación segura;Computación segura es la práctica de proteger los datos y las comunicaciones de una computadora o red de computadoras contra ataques maliciosos, como .;"Basada en: «Computación confiable», <i>Wikipedia</i>, <a href=""https://es.wikipedia.org/wiki/Computaci%C3%B3n_confiable,"" target=""_blank"">https://es.wikipedia.org/wiki/Computaci%C3%B3n_confiable,</a> [15.2.2021].";"Variants: computación segura | Domains: EDUCATION AND COMMUNICATIONS | Context: Conjunto de tecnologías propuestas por el Trusted Computing Group (TCG) que deben cumplir el hardware de los sistemas con el objetivo de proteger computadoras de programas de ataques que no pueden ser protegidos por soluciones puramente software. | Ref: Basada en: «Computación confiable», <i>Wikipedia</i>, <a href=""https://es.wikipedia.org/wiki/Computaci%C3%B3n_confiable,"" target=""_blank"">https://es.wikipedia.org/wiki/Computaci%C3%B3n_confiable,</a> [15.2.2021]."
desactivar;1 0 # desactivar ## procesamiento de datos ### definición Desactivar es la acción de inhabilitar o impedir que una persona, cosa o sistema pueda reali.; 2) interrumpir la corriente o quitar el potencial eléctrico de un circuito, abriendo un interruptor;Variants: desactivar | Domains: EDUCATION AND COMMUNICATIONS | Context: 1) desconectar un dispositivo | Ref: 2) interrumpir la corriente o quitar el potencial eléctrico de un circuito, abriendo un interruptor
compilación dinámica;``` Compilación dinámica es una forma de compilar código fuente a código objeto, donde la compilación se realiza en tiempo de ejecución en lugar de ti.;Termcat;Variants: compilación dinámica | Domains: EDUCATION AND COMMUNICATIONS | Context: técnica de tratamiento en el que no hay fases separadas para la compilación, la carga y la ejecución de un programa | Ref: Termcat
NSR;## NSR ### Definición #### NSR The National Security Regulations (NSR) are a set of regulations that govern the conduct of individuals and organizatio.;"Aplicación en Interpol de la norma ANSI/NIST-ITL 1-2000, p. 24 <a href=""http://www.interpol.int/Public/Forensic/fingerprints/RefDoc/implementation5es.pdf"" target=""_blank"">http://www.interpol.int/Public/Forensic/fingerprints/RefDoc/implementation5es.pdf</a>";"Variants: NSR | Domains: EDUCATION AND COMMUNICATIONS | Context: Resolución normal del escaneado del sistema del remitente de la transacción, lo cual permite al destinatario de una solicitud de búsqueda enviar la respuesta ya sea con la mínima definición de escaneado (valor por defecto) de 19,68 píxel/mm (500 píxel por pulgada) o, si tiene la capacidad para ello, con la resolución del sistema que ha enviado la solicitud. | Ref: Aplicación en Interpol de la norma ANSI/NIST-ITL 1-2000, p. 24 <a href=""http://www.interpol.int/Public/Forensic/fingerprints/RefDoc/implementation5es.pdf"" target=""_blank"">http://www.interpol.int/Public/Forensic/fingerprints/RefDoc/implementation5es.pdf</a>"
ordenador de grano grueso;``` Un ordenador de grano grueso es una máquina que procesa grandes cantidades de datos a gran velocidad, utilizando tecnologías avanzadas como la com.;Investigación y Ciencia, 8.87-79;Variants: ordenador de grano grueso | Domains: EDUCATION AND COMMUNICATIONS | Context: ordenador en paralelo que enlaza un número relativamente pequeño de procesadores, dotados cada uno de gran potencia de cálculo | Ref: Investigación y Ciencia, 8.87-79
revestimiento adaptado;``` revestimiento adaptado ``` Ejemplo: ``` El revestimiento adaptado es una capa de material que se aplica sobre otro material para protegerlo o mejo.;A. Soto López, Ing. de Sistemas, Alcatel Standard Eléctrica, SA, Madrid, 1994;Variants: revestimiento adaptado | Domains: EDUCATION AND COMMUNICATIONS | Context: envoltura compuesta de un solo revestimiento homogéneo | Ref: A. Soto López, Ing. de Sistemas, Alcatel Standard Eléctrica, SA, Madrid, 1994
especificación de paquete;Especificación de paquete Especificación de paquete es una especificación que describe los requisitos de un paquete de software, incluyendo su interfa.;TIBI-CENTAURUS;Variants: especificación de paquete | Domains: EDUCATION AND COMMUNICATIONS | Context: parte de un paquete que tiene una parte visible que contiene las declaraciones de todas las entidades que pueden utilizarse explícitamente fuera del paquete, y que puede también tener una parte privada que contenga los detalles estructurales que completan la especificación de las entidades visibles pero que son irrelevantes para el usuario del paquete | Ref: TIBI-CENTAURUS
estándar americano de codificación para el intercambio de información;## estandar americano de codificacion para el intercambio de informacion ### definicion The American Standard Code for Information Interchange (ASCII).;Wikipedia | ---;"Variants: estándar americano de codificación para el intercambio de información | Domains: EDUCATION AND COMMUNICATIONS | Context: Código Estándar Estadounidense para el Intercambio de Información, pronunciado generalmente [áski]  <sup><a href=""https://es.wikipedia.org/wiki/ASCII#cite_note-Mackenzie_1980-1"" target=""_blank"">1</a></sup>​  <sup>:6</sup> o (rara vez) [ásθi], es un <a href=""https://es.wikipedia.org/wiki/Codificaci%C3%B3n_de_caracteres"" target=""_blank"">código de caracteres</a> basado en el <a href=""https://es.wikipedia.org/wiki/Alfabeto_latino"" target=""_blank"">alfabeto latino</a>, tal como se usa en inglés moderno. Fue creado en <a href=""https://es.wikipedia.org/wiki/1963"" target=""_blank"">1963</a> por el Comité Estadounidense de Estándares (ASA, conocido desde 1969 como el Instituto Estadounidense de estandares nacionales | Ref: Wikipedia | ---"
archivo invertido;1 0 # archivo invertido Un archivo invertido es una estructura de datos que permite buscar rápidamente los elementos que cumplen con cierta condición.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: archivo invertido | Domains: EDUCATION AND COMMUNICATIONS | Context: en consulta de información, método de organización de un archivo con referencias cruzadas, en el cual una palabra clave identifica un registro | Ref: J.A. Alonso y J.M. Otero, Ingenieros
distintivo de télex;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. # distintivo de telex ## Definición Un distintivo de telex es una serie de cara.;Antonio Soto López, Alcatel, Madrid;Variants: distintivo de télex | Domains: EDUCATION AND COMMUNICATIONS | Context: tipo de atributo que especifica el identificador de terminal télex para un terminal télex asociado con un objeto | Ref: Antonio Soto López, Alcatel, Madrid
alumbrado público inteligente;## alumbrado público inteligente ### Definición Alumbrado público inteligente es la tecnología que permite controlar los sistemas de iluminación públi.;"Rodríguez Patarroyo, D.J., Cely Garzón, I. F. y Letrado Forero, C. A.: «<a href=""https://repository.udistrital.edu.co/bitstream/handle/11349/16330/CelyGarzonIvanFelipe2019.pdf;jsessionid=57C1E88D8DCF01A0FDCA8A6CC1243750?sequence=1"" target=""_blank"">Revisión del alumbrado público inteligente LED<time datetime=""12.7.2021""> (12.7.2021)</time></a>», p. 4";"Variants: alumbrado público inteligente | Domains: EDUCATION AND COMMUNICATIONS | Context: Sistemas pensados para reducir los costos de la iluminación pública que hacen una mejor gestión de la iluminación usando sensores y dispositivos que controlan las luminarias, haciendo que estas disminuyan la intensidad o se apaguen dependiendo del paso de personas o vehículos. | Ref: Rodríguez Patarroyo, D.J., Cely Garzón, I. F. y Letrado Forero, C. A.: «<a href=""https://repository.udistrital.edu.co/bitstream/handle/11349/16330/CelyGarzonIvanFelipe2019.pdf;jsessionid=57C1E88D8DCF01A0FDCA8A6CC1243750?sequence=1"" target=""_blank"">Revisión del alumbrado público inteligente LED<time datetime=""12.7.2021""> (12.7.2021)</time></a>», p. 4"
espacio entre registros;1 0 # Espacio entre registros Espacio entre registros es la distancia que hay entre dos registros en una base de datos. ## Definición Espacio entre re.;Termcat;Variants: espacio entre registros | Domains: EDUCATION AND COMMUNICATIONS | Context: área de un soporte de memoria, generalmente los soportes magnéticos como la cinta o el disco, que no contienen información y sirve para delimitar registros físicos y, en las cintas, permite la parada del carrete y el rearranque entre bloques contiguos previniendo así la pérdida u omisión de datos | Ref: Termcat
transmitir;;;Variants: transmitir | Domains: EDUCATION AND COMMUNICATIONS | Context: acción por la que una estación genera una trama, un testigo, una secuencia de interrupción, etc., y los coloca en el medio para su envío a la estación siguiente,Antonio Soto López, Alcatel, Madrid
soluciones de interoperabilidad para las administraciones públicas europeas;## soluciones de interoperabilidad para las administraciones públicas europeas Soluciones de interoperabilidad para las administraciones públicas euro.;"Consejo-ES basado en Decisión n° 922/2009/CE del Parlamento Europeo y del Consejo relativa a las soluciones de interoperabilidad para las administraciones públicas europeas <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009D0922"" target=""_blank"">CELEX:32009D0922/ES</a>";"Variants: soluciones de interoperabilidad para las administraciones públicas europeas | Domains: EDUCATION AND COMMUNICATIONS | Context: Programa de armonización tecnológica y organizativa cuyo objetivo es apoyar la cooperación entre las administraciones públicas europeas de todos los niveles mediante la promoción de una interacción electrónica transfronteriza e intersectorial eficaz. | Ref: Consejo-ES basado en Decisión n° 922/2009/CE del Parlamento Europeo y del Consejo relativa a las soluciones de interoperabilidad para las administraciones públicas europeas <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009D0922"" target=""_blank"">CELEX:32009D0922/ES</a>"
firma;``` firma ``` Ejemplo: ``` La firma es la parte más importante del documento, ya que es donde se encuentra la información más relevante. ``` ## ¿Qué e.;TIBI-CENTAURUS;Variants: firma | Domains: EDUCATION AND COMMUNICATIONS | Context: parte de una especificación algebraica que define algunas convenciones de designación, un conjunto de nombres de campos y de operaciones | Ref: TIBI-CENTAURUS
verificación programada;1 0 # verificación programada ## definición: La verificación programada es una práctica que se utiliza en la industria del software para garantizar qu.;International Accounting Lexicon (U.E.C.)-Cuentas de Grupo;Variants: verificación programada | Domains: EDUCATION AND COMMUNICATIONS | Context: controles establecidos por el programador e introducidos en el programa | Ref: International Accounting Lexicon (U.E.C.)-Cuentas de Grupo
separación de bloques;1 0 # Separación de bloques Separación de bloques es la división de una base de datos en varias partes, cada una de las cuales se almacena en un disco.;CCITT Rc.E. 165;Variants: separación de bloques | Domains: EDUCATION AND COMMUNICATIONS | Context: información que indica que el próximo carácter es el primero de un bloque de información suplementaria | Ref: CCITT Rc.E. 165
autómata celular;Un autómata celular es una máquina abstracta que se utiliza para estudiar la complejidad computacional. Es un modelo matemático que consiste en una re.;TIBI-CENTAURUS;"Variants: autómata celular | Domains: EDUCATION AND COMMUNICATIONS | Context: modelo matemático simple constituido por componentes idénticos o ""células"" que pueden encontrarse en estados diferentes y evolucionando según un conjunto de reglas simples, pero cuya reunión en ""colonias"" hace aparecer estructuras de una complejidad casi sin límites | Ref: TIBI-CENTAURUS"
publicidad en línea engañosa;## publicidad engañosa ### Definición La publicidad engañosa es una forma de publicidad que se utiliza para engañar a los consumidores, haciéndoles cr.;"COM-ES a partir del <a href=""https://www.incibe.es/sites/default/files/contenidos/guias/doc/guia_glosario_ciberseguridad_metad.pdf"" target=""_blank""><i>Glosario de términos de ciberseguridad: una guía de aproximación para el empresario</i> <time datetime=""19.6.2019"">(19.6.2019)</time></a>, Instituto Nacional de Ciberseguridad, León, 2017";"Variants: publicidad en línea engañosa | Domains: EDUCATION AND COMMUNICATIONS | Context: Acción de difundir subrepticiamente programas maliciosos [ <a href=""/entry/result/922349/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:922349</a> ] mediante publicidad en línea. | Ref: COM-ES a partir del <a href=""https://www.incibe.es/sites/default/files/contenidos/guias/doc/guia_glosario_ciberseguridad_metad.pdf"" target=""_blank""><i>Glosario de términos de ciberseguridad: una guía de aproximación para el empresario</i> <time datetime=""19.6.2019"">(19.6.2019)</time></a>, Instituto Nacional de Ciberseguridad, León, 2017"
memoria del sistema;``` La memoria del sistema es una parte importante del hardware de un computador que se utiliza para almacenar los programas y los datos que están sie.;COM-ES;Variants: memoria del sistema | Domains: EDUCATION AND COMMUNICATIONS | Context: Memoria que contiene las instrucciones que ejecuta el procesador y los datos a los que se aplican estas instrucciones. | Ref: COM-ES
detección automática de velocidad de bauds;## Answer 1, authority 100% Automatic detection of baud rate is the process of determining the speed at which data is transmitted over a communication.;Glos.términos telecomunicaciones,Praxis Telecom,Ensenada,México,1999;Variants: detección automática de velocidad de bauds | Domains: EDUCATION AND COMMUNICATIONS | Context: proceso por el cual un dispositivo receptor determina la velocidad, el nivel de código y los bits de paro (stop bits) examinando el primer carácter de una serie de datos asíncronos de entrada, generalmente un carácter preseleccionado | Ref: Glos.términos telecomunicaciones,Praxis Telecom,Ensenada,México,1999
interbloqueo;1 0 # interbloqueo ## Definición En la legislación española, se denomina **interbloqueo** a una medida cautelar que consiste en impedir la ejecución d.;Dicc. G. Nania, 1985;Variants: interbloqueo | Domains: EDUCATION AND COMMUNICATIONS | Context: estado en el que dos o más procesos o tareas concurrentes se esperan mutuamente por tiempo indefinido, debido a que, mientras esperan, retienen recursos que otros procesos detenidos necesitan para progresar | Ref: Dicc. G. Nania, 1985
acuse de recibo;Un acuse de recibo es una declaración escrita que confirma la recepción de un artículo o servicio por parte de una persona o empresa. Este documento p.; CCITT, Libro rojo, X. 200;Variants: acuse de recibo | Domains: EDUCATION AND COMMUNICATIONS | Context: unción de la capa (N) que permite a una entidad receptora (N) informar a una entidad emisora (N) de la recepción de una unidad de datos de protocolo (N) | Ref: CCITT, Libro rojo, X. 200
error;``` error ``` Ejemplo: ``` error ``` ## ¿Qué es error? Un error es una falta o defecto que se produce en la ejecución de un programa informático, lo c.;"Consejo-ES, a partir de diversas fuentes, en particular:<div><a href=""https://www.incibe.es/sites/default/files/contenidos/guias/doc/guia_glosario_ciberseguridad_2021.pdf"" target=""_blank"">Glosario de términos de ciberseguridad: una guía de aproximación para el empresario<time datetime=""27.4.2023""> (27.4.2023)</time></a>, Secretaría de Estado de Digitalización e Inteligencia Artificial, 2021.</div>";"Variants: error | Domains: EDUCATION AND COMMUNICATIONS | Context: Error o fallo en la codificación del programa de un dispositivo o sistema de <i>software </i>que desencadena un resultado inesperado e indeseado. | Ref: Consejo-ES, a partir de diversas fuentes, en particular:<div><a href=""https://www.incibe.es/sites/default/files/contenidos/guias/doc/guia_glosario_ciberseguridad_2021.pdf"" target=""_blank"">Glosario de términos de ciberseguridad: una guía de aproximación para el empresario<time datetime=""27.4.2023""> (27.4.2023)</time></a>, Secretaría de Estado de Digitalización e Inteligencia Artificial, 2021.</div>"
generalización;## generalization (1) The process of reducing the number of categories in a data set by combining similar categories into one category. For example, i.;Dicc. de cartografía, A.R. Alcalá, et al., coord. I. Otero, Ed. de las Ciencias Sociales, Madrid, 1995;Variants: generalización | Domains: EDUCATION AND COMMUNICATIONS | Context: proceso de simplificación del contenido temático o geométrico de un mapa, como consecuencia, por ejemplo, de una reducción de la escala de un mapa | Ref: Dicc. de cartografía, A.R. Alcalá, et al., coord. I. Otero, Ed. de las Ciencias Sociales, Madrid, 1995
almacenamiento de archivos en línea;## almacenamiento de archivos en línea ### Definición y significado del término 'almacenamiento de archivos en línea' #### Significado de 'almacenamie.;"""WIHE"", <a href=""http://www.wihe.net/mejores-servicios-almacenamiento-archivos-linea/"" target=""_blank"">http://www.wihe.net/mejores-servicios-almacenamiento-archivos-linea/</a> (12.8.2013)";"Variants: almacenamiento de archivos en línea | Domains: EDUCATION AND COMMUNICATIONS | Context: Servicio de gestión de almacenamiento de datos en Internet, permite guardar datos, compartir datos y sincronizar los archivos de diferentes dispositivos. | Ref: ""WIHE"", <a href=""http://www.wihe.net/mejores-servicios-almacenamiento-archivos-linea/"" target=""_blank"">http://www.wihe.net/mejores-servicios-almacenamiento-archivos-linea/</a> (12.8.2013)"
lenguaje objeto;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. # lenguaje objeto ## Definición Un lenguaje de programación orientado a objetos.;J.A. Alonso y J.M. Otero, Ingenieros;Variants: lenguaje objeto | Domains: EDUCATION AND COMMUNICATIONS | Context: lenguaje al cual se traducen las sentencias | Ref: J.A. Alonso y J.M. Otero, Ingenieros
usuario del servicio;## usuario del servicio ### Definición Usuario del servicio es la persona que utiliza los servicios de una empresa o organización, por ejemplo, un cli.;CCITT, Libro rojo, X. 210;Variants: usuario del servicio | Domains: EDUCATION AND COMMUNICATIONS | Context: representación abstracta de la totalidad de las entidades de un mismo sistema que utilizan un servicio a través de un mismo punto de acceso al servicio | Ref: CCITT, Libro rojo, X. 210
