term;definition;source;info_semantica
pez de agua dulce;Pez de agua dulce es un pez que vive en aguas dulces, como ríos, lagos o arroyos. Estos peces son muy importantes para la vida acuática ya que son los.;"Parlamento-ES, apartir de: <div>- García, C.: <a href=""https://magicanaturaleza.com/c-peces/peces-de-agua-dulce/"" target=""_blank"">«Peces de agua dulce: definición, características, tipos y más»<time datetime=""30.6.2020""> (30.6.2020)</time></a>, <i>Mágica Naturaleza</i></div><div>-Pescaderías Coruñesas: <a href=""https://www.pescaderiascorunesas.es/clasificacion/por-tipo-de-agua/pescado-de-agua-dulce"" target=""_blank"">«Pescado de agua dulce»<time datetime=""30.6.2020""> (30.6.2020)</time></a><br></div>";"Variants: pez de agua dulce | Domains: SCIENCE | Context: Animal acuático con branquias que habita en ríos, arroyos, lagos, lagunas o aguas estancadas dulces con un grado de salinidad inferior a 0,5 %. | Ref: Parlamento-ES, apartir de: <div>- García, C.: <a href=""https://magicanaturaleza.com/c-peces/peces-de-agua-dulce/"" target=""_blank"">«Peces de agua dulce: definición, características, tipos y más»<time datetime=""30.6.2020""> (30.6.2020)</time></a>, <i>Mágica Naturaleza</i></div><div>-Pescaderías Coruñesas: <a href=""https://www.pescaderiascorunesas.es/clasificacion/por-tipo-de-agua/pescado-de-agua-dulce"" target=""_blank"">«Pescado de agua dulce»<time datetime=""30.6.2020""> (30.6.2020)</time></a><br></div>"
obtención de imágenes cuánticas;## obtención de imágenes cuánticas ### Definición The quantum image is a new type of image that can be obtained by using the quantum mechanical proper.;"<div>COM-ES, basado en:</div><div>Naukas, <a href=""https://francis.naukas.com/2013/07/07/francis-en-eureka-imagenes-fantasmas-utilizando-el-entrelazamiento-entre-fotones/"" target=""_blank"">«Francis en ¡Eureka!: Imágenes ""fantasmas"" utilizando el entrelazamiento entre fotones»<time datetime=""7.4.2020""> (7.4.2020)</time></a>, julio de 2013<br></div>";"Variants: obtención de imágenes cuánticas | Domains: SCIENCE | Context: Obtención de imágenes  de un objeto mediante procedimientos basados en las propiedades cuánticas de  los fotones, en particular el entrelazamiento cuántico. | Ref: <div>COM-ES, basado en:</div><div>Naukas, <a href=""https://francis.naukas.com/2013/07/07/francis-en-eureka-imagenes-fantasmas-utilizando-el-entrelazamiento-entre-fotones/"" target=""_blank"">«Francis en ¡Eureka!: Imágenes ""fantasmas"" utilizando el entrelazamiento entre fotones»<time datetime=""7.4.2020""> (7.4.2020)</time></a>, julio de 2013<br></div>"
planetología;Planetology is the study of planets, including their formation and evolution, interiors, surfaces, atmospheres, and interactions with other bodies in .;"Wikipedia <a href=""http://es.wikipedia.org/wiki/Ciencias_planetarias"" target=""_blank"">http://es.wikipedia.org/wiki/Ciencias_planetarias</a>";"Variants: planetología | Domains: SCIENCE | Context: ""Las ciencias planetarias, también llamadas planetología o astronomía planetaria, son el conjunto de materias interdisciplinares implicadas en el estudio de los planetas, o sistemas planetarios, incluyendo al Sistema Solar, de cuyos planetas se tienen más datos, por lo que sus modelos son más elaborados, pero también a los planetas extrasolares. Las ciencias planetarias estudian objetos que van desde el tamaño de un meteorito hasta los gigantes de gas del tamaño de varias veces el planeta Júpiter. | Ref: Wikipedia <a href=""http://es.wikipedia.org/wiki/Ciencias_planetarias"" target=""_blank"">http://es.wikipedia.org/wiki/Ciencias_planetarias</a>"
amapolas;## amapolas ### ciencias naturales #### Definición de amapolas - n. pl. of amapola. #### Sinónimos de amapolas - amapolas #### Antónimos de amapolas -.;"Herbario Virtual del Mediterráneo Occidental. <a href=""http://herbarivirtual.uib.es/cas-ub/familia/2182.html"" target=""_blank"">http://herbarivirtual.uib.es/cas-ub/familia/2182.html</a> (22-10-2011)";"Variants: amapolas | Domains: SCIENCE | Context: Plantas herbáceas, con látex, el cual a menudo tiene color amarillo o blanco. Hojas alternas, simples o compuestas. Inflorescencia cimosa, a menudo umbeliforme o flores aisladas. Flores hermafroditas, actinomorfas. Cáliz con 2 sépalos libres. Corola con 4 pétalos libres. Numerosos estambres. Gineceo con ovario súpero, con 2 carpelos. Fruto en cápsula poricida o valvicida. | Ref: Herbario Virtual del Mediterráneo Occidental. <a href=""http://herbarivirtual.uib.es/cas-ub/familia/2182.html"" target=""_blank"">http://herbarivirtual.uib.es/cas-ub/familia/2182.html</a> (22-10-2011)"
genómica comparativa;Comparative genomics is the study of the similarities and differences between the genomes of different species, with the goal of understanding how the.;"Instituto de Salud Carlos III, Área de Bioinformática y Salud Pública, Genómica &lt; <a href=""http://biotic.isciii.es/"" target=""_blank"">http://biotic.isciii.es/</a> &gt;";"Variants: genómica comparativa | Domains: SCIENCE | Context: Comparación entre secuencias génicas de diversas especies. | Ref: Instituto de Salud Carlos III, Área de Bioinformática y Salud Pública, Genómica &lt; <a href=""http://biotic.isciii.es/"" target=""_blank"">http://biotic.isciii.es/</a> &gt;"
radiación cósmica de fondo;## Radiación cósmica de fondo La radiación cósmica de fondo es la radiación electromagnética que llega a la Tierra desde el espacio exterior, proceden.;"«Radiación de fondo de microondas», Centro Virtual Cervantes, <i>100 conceptos básicos de astronomía</i>, <a href=""https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas"" target=""_blank"">https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas</a> [18.01.2019]";"Variants: radiación cósmica de fondo | Domains: SCIENCE | Context: Radiación electromagnética procedente del universo primigenio, y que data de unos 300 000 años después del estado inicial del universo. | Ref: «Radiación de fondo de microondas», Centro Virtual Cervantes, <i>100 conceptos básicos de astronomía</i>, <a href=""https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas"" target=""_blank"">https://cvc.cervantes.es/ciencia/astronomia/100_conceptos_basicos/conceptos/r1.htm#radiacion_fondo_microondas</a> [18.01.2019]"
ciclo de manchas solares;## ciclo de manchas solares ### Definición y significado del término The solar cycle is the variation in the number of sunspots over time, which is ab.;DANTERM 15031;Variants: ciclo de manchas solares | Domains: SCIENCE | Context: el ciclo de las manchas solares es el periodo más o menos undecenal comprendido entre dos mínimos de la actividad solar | Ref: DANTERM 15031
cocristal;Crystallization is the process of forming crystals from a solution or melt. Crystallization can be induced by cooling, evaporation, or addition of an .;"<a href=""http://www.apte.org/es/noticia-parque1318.cfm"" target=""_blank"">http://www.apte.org/es/noticia-parque1318.cfm</a>";"Variants: cocristal | Domains: SCIENCE | Context: Material cristalino constituido por dos o más especies moleculares, (un compuesto orgánico y un coformador o excipiente) | Ref: <a href=""http://www.apte.org/es/noticia-parque1318.cfm"" target=""_blank"">http://www.apte.org/es/noticia-parque1318.cfm</a>"
falsos soles;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;"Glosario meteorlológico, Dirección General de Protección Civil y Emergencias (Ministerio del Interior), España: <a href=""http://www.proteccioncivil.org/vademecum/vdm0254.htm"" target=""_blank"">http://www.proteccioncivil.org/vademecum/vdm0254.htm</a>";"Variants: falsos soles | Domains: SCIENCE | Context: Nombre dado a los parahelios, paranthelios y anthelios cuando son particularmente brillantes | Ref: Glosario meteorlológico, Dirección General de Protección Civil y Emergencias (Ministerio del Interior), España: <a href=""http://www.proteccioncivil.org/vademecum/vdm0254.htm"" target=""_blank"">http://www.proteccioncivil.org/vademecum/vdm0254.htm</a>"
coherencia;"## coherence [kō-hər′əns] n. pl. coherences or coherencies [kō-hər′ənsēz] 1. The state of being coherent; consistency, harmony, or agreement. 2. Logic.";"Reglamento (CE) 223/2009 del Parlamento Europeo y del Consejo, relativo a la estadística europea y por el que se deroga el Reglamento (CE, Euratom) 1101/2008 relativo a la transmisión a la Oficina Estadística de las Comunidades Europeas de las informaciones amparadas por el secreto estadístico (…) (DO L 87/09) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0223"" target=""_blank"">CELEX:32009R0223/ES</a>";"Variants: coherencia | Domains: SCIENCE | Context: Adecuación de los datos para ser combinados con fiabilidad en diferentes formas y para diversos usos. | Ref: Reglamento (CE) 223/2009 del Parlamento Europeo y del Consejo, relativo a la estadística europea y por el que se deroga el Reglamento (CE, Euratom) 1101/2008 relativo a la transmisión a la Oficina Estadística de las Comunidades Europeas de las informaciones amparadas por el secreto estadístico (…) (DO L 87/09) <a href=""http://eur-lex.europa.eu/legal-content/ES/TXT/?uri=CELEX:32009R0223"" target=""_blank"">CELEX:32009R0223/ES</a>"
partícula cósmica extragaláctica;## partícula cósmica extragaláctica (cosmic ray) A high-energy particle that has been accelerated to very high speeds by a source outside the galaxy i.;Termcat;Variants: partícula cósmica extragaláctica | Domains: SCIENCE | Context: partícula que proviene de una radiación cósmica extragaláctica | Ref: Termcat
aerangis;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011);Variants: aerangis | Domains: SCIENCE | Context: Género de orquídeas epífitas que comprende alrededor de setenta especies que se distribuyen en África oriental y las islas del océano Índico. | Ref: Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011)
tasa de absorción diferencial;## Tasa de absorción diferencial ### Definición La tasa de absorción diferencial es la velocidad con que se absorbe una sustancia por un organismo, de.;"Diccionario médico de la Universidad José Carlos Mariátegui, <a href=""http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial"" target=""_blank"">http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial</a>";"Variants: tasa de absorción diferencial | Domains: SCIENCE | Context: Coeficiente que mide la diferencia entre los rayos X absorbidos fotoeléctricamente y los no absorbidos en absoluto, lo que produce la imagen radiográfica | Ref: Diccionario médico de la Universidad José Carlos Mariátegui, <a href=""http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial"" target=""_blank"">http://www.ujcm.edu.pe/diccionario/buscar.php?mode=&amp;meta=leter&amp;dic=medico&amp;q=absorción%20diferencial</a>"
periodo de semidesintegración;## period of semidesintegration noun 1. The time during which a radioactive substance is changing from one element to another, but has not yet reached.;Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995;Variants: periodo de semidesintegración | Domains: SCIENCE | Context: el tiempo requerido para que la mitad de una sustancia radiactiva, en este caso radiocarbono que tiene un sistema vivo o un ecosistema, sea eliminada o desintegrada por procesos naturales | Ref: Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995
sistema inteligente;## Sistema Inteligente Un sistema inteligente es una máquina que puede aprender de la experiencia, adaptarse a los cambios en su entorno y tomar decis.;"Parlamento-ES, a partir de: Bryson, J. J.: «<a href=""https://www.bbvaopenmind.com/articulos/la-ultima-decada-y-el-futuro-del-impacto-de-la-ia-en-la-sociedad/ "" target=""_blank"">La última década y el futuro del impacto de la IA en la sociedad<time datetime=""7.9.2020""> (7.9.2020)</time></a>» en <i>¿Hacia una nueva Ilustración? Una década trascendente</i>, Madrid, BBVA, 2018.";"Variants: sistema inteligente | Domains: SCIENCE | Context: Sistema con capacidad de percibir contextos de acción, de actuar y de asociar determinados contextos a determinadas acciones. | Ref: Parlamento-ES, a partir de: Bryson, J. J.: «<a href=""https://www.bbvaopenmind.com/articulos/la-ultima-decada-y-el-futuro-del-impacto-de-la-ia-en-la-sociedad/ "" target=""_blank"">La última década y el futuro del impacto de la IA en la sociedad<time datetime=""7.9.2020""> (7.9.2020)</time></a>» en <i>¿Hacia una nueva Ilustración? Una década trascendente</i>, Madrid, BBVA, 2018."
monoico;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;"Enciclopedia Libre Universal en Español, <a href=""http://enciclopedia.us.es/index.php/Monoico"" target=""_blank"">http://enciclopedia.us.es/index.php/Monoico</a> [17.10.2012]";"Variants: monoico | Domains: SCIENCE | Context: Organismo en el que las estructuras reproductoras, tanto masculinas como femeninas, se encuentran en el mismo individuo. | Ref: Enciclopedia Libre Universal en Español, <a href=""http://enciclopedia.us.es/index.php/Monoico"" target=""_blank"">http://enciclopedia.us.es/index.php/Monoico</a> [17.10.2012]"
botón;## botón ### ciencias naturales 1. (Science: biology) A small, usually round or oval, structure on the surface of an organism that is used for attachm.;COM-ES, a partir de Wikipedia.[9.4.2013];Variants: botón | Domains: SCIENCE | Context: En botánica, órgano complejo de las plantas que se forma habitualmente en la axila de las hojas (yema axilar o lateral) o en la punta de una ramilla (yema terminal), a modo de botón escamoso, y que dará lugar a hojas (foliíferas) y flores (floríferas). | Ref: COM-ES, a partir de Wikipedia.[9.4.2013]
retrodifusión;## retrodifusión ### ciencias naturales #### definición - Retrotransposon, a type of transposable element that uses an RNA intermediate in its movemen.;Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999;Variants: retrodifusión | Domains: SCIENCE | Context: difusión de una radiación por un material con ángulos mayores de 90º con respecto a la dirección inicial | Ref: Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999
ciclo biogeoquímico;## ciclo biogeoquímico ### Definición y significado de ciclo biogeoquímico ciclo biogeoquímico (n.) 1. The cycling of elements through the biosphere, .;"COM-ES a partir de la definición del Glosario de la FAO sobre términos de servicios de ecosistemas en la agricultura, 2013, Portal terminológico de la FAO [30.10.2017]: <br> <a href=""http://www.fao.org/faoterm/es/?defaultCollId=21"" target=""_blank"">http://www.fao.org/faoterm/es/?defaultCollId=21</a>";"Variants: ciclo biogeoquímico | Domains: SCIENCE | Context: Modo en el que los átomos de un elemento fundamental para la vida (como el carbono, el nitrógeno o el fósforo) se transfieren desde los cuerpos de organismos vivos hasta el entorno físico y retornan desde el entorno físico hasta los cuerpos de organismos vivos. | Ref: COM-ES a partir de la definición del Glosario de la FAO sobre términos de servicios de ecosistemas en la agricultura, 2013, Portal terminológico de la FAO [30.10.2017]: <br> <a href=""http://www.fao.org/faoterm/es/?defaultCollId=21"" target=""_blank"">http://www.fao.org/faoterm/es/?defaultCollId=21</a>"
gobernanza del riesgo;## gobernanza del riesgo ### Definición de gobernanza del riesgo Governance of risk is the process by which an organization manages its risks and oppo.;"Sodiedad Nuclear Española <a href=""http://www.sne.es/sne/"" target=""_blank"">http://www.sne.es/sne/</a>";"Variants: gobernanza del riesgo | Domains: SCIENCE | Context: Conjunto de componentes políticos, sociales, legales, científicos y éticos que justifican la operación razonablemente segura de instalaciones que comportan riesgo. Ref.: Glosario de terminología de la Sociedad Nuclear Española | Ref: Sodiedad Nuclear Española <a href=""http://www.sne.es/sne/"" target=""_blank"">http://www.sne.es/sne/</a>"
orquídeas;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011);Variants: orquídeas | Domains: SCIENCE | Context: Género de orquídeas epífitas que comprende alrededor de setenta especies que se distribuyen en África oriental y las islas del océano Índico. | Ref: Consejo Superior de Investigaciones Científicas, CSIC (22-10-2011)
tribología;Tribology is the science and technology of interacting surfaces in relative motion and of related subjects such as lubrication and wear of interacting.;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;"Variants: tribología | Domains: SCIENCE | Context: neologismo que designa el estudio del desgaste producido por la fricción; En cirugía, estudio y recolocación de las articulaciones dañadas; En mecánica, estudio y corrección del desgaste en todos los interfaces de fricción, tales como frenos, cojinetes, etc. | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros"
temperatura crítica;Temperatura crítica es la temperatura a la cual se produce una transición de fase entre dos estados de la materia, por ejemplo, entre gas y líquido o .;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: temperatura crítica | Domains: SCIENCE | Context: temperatura máxima superada la cual una sustancia deja de ser líquida sea cual sea su presión | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
tilio;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;O.I.V., Lexique Vigne et Vin, Paris 1963;Variants: tilio | Domains: SCIENCE | Context: excrecencia que obstruye los vasos | Ref: O.I.V., Lexique Vigne et Vin, Paris 1963
geometría diferencial;Geometria Diferencial es la rama de las matematicas que estudia las propiedades geometricas de los espacios curvilineos, es decir, aquellos que no son.;"Wikipedia, <a href=""http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial"" target=""_blank"">http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial</a> [7.12.2012]";"Variants: geometría diferencial | Domains: SCIENCE | Context: Estudio de la geometría usando las herramientas del análisis matemático. | Ref: Wikipedia, <a href=""http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial"" target=""_blank"">http://es.wikipedia.org/wiki/Geometr%C3%ADa_diferencial</a> [7.12.2012]"
plúmula;## plumule [ˈpluːmjʊl] NOUN 1. (botany) the young shoot of a plant, especially the first leaf or leaves to appear from the seed. 2. (botany) the young.;TERMCAT;Variants: plúmula | Domains: SCIENCE | Context: yema primaria del epicotilo de las semillas que da lugar al brote | Ref: TERMCAT
malas hierbas flotantes;## malas hierbas flotantes ### Definición y sinónimos de malas hierbas flotantes - malas hierbas flotantes (noun) Plants that float on the surface of .;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: malas hierbas flotantes | Domains: SCIENCE | Context: malas hierbas que, no enraizadas en el suelo, flotan libremente en el agua, o bien enraizadas en los taludes o solera, flotan en una zona limitada | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
vida media;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995;Variants: vida media | Domains: SCIENCE | Context: el tiempo requerido para que la mitad de una sustancia radiactiva, en este caso radiocarbono que tiene un sistema vivo o un ecosistema, sea eliminada o desintegrada por procesos naturales | Ref: Kaennel/Schweingruber,Multilingual Glossary of Dendrochronology,WSL/Haupt,1995
peces sedentarios;Peces sedentarios son aquellos que no migran, es decir, que permanecen en su hábitat durante toda su vida. Estos peces se encuentran principalmente en.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: peces sedentarios | Domains: SCIENCE | Context: especie de peces que limitan su desplazamiento sólo a la busca de alimentos | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
coeficiente de primer orden;## coeficiente de primer orden ### ciencias naturales #### ciencia - 1. (mathematics) a coefficient of the first power in an expression involving powe.;Documento interno ENER-2012-80051;Variants: coeficiente de primer orden | Domains: SCIENCE | Context: Coeficiente de pérdida de calor de un colector solar, expresado en W/(m² K) | Ref: Documento interno ENER-2012-80051
kelvin;1 0 # Definición de kelvin The Kelvin scale is a thermodynamic temperature scale using the unit kelvin, where absolute zero is set at 0 K. It began as.;Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros;Variants: kelvin | Domains: SCIENCE | Context: Unidad estándar de temperatura termodinámica, correspondiente a la temperatura Celsius. | Ref: Glosario multilingüe de protección civil 1990,Grupo de Trabajo Comisión Europea/Estados Miembros
diagnóstico foliar;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;ICID-Comité Español de Riegos y Drenajes, 1977 ;Variants: diagnóstico foliar | Domains: SCIENCE | Context: estimación de las necesidades de las plantas en elementos nutritivos, basada en un análisis de las hojas | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
ajuste de elementos;## Ajuste de elementos ### Definición En la ciencia del ajuste, el ajuste de elementos es una técnica que se utiliza para determinar los parámetros de.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: ajuste de elementos | Domains: SCIENCE | Context: el intervalo de aportación de un elemento indispensable en el cual un aumento de este elemento produce un crecimiento en el desarrollo de la planta. No aumenta el porcentaje del elemento en la planta | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
energía del punto cero;Energía del punto cero Ejemplos de uso: 1. La energía del punto cero es una forma de energía que se encuentra en todo el universo. 2. La energía del p.;TERMCAT;Variants: energía del punto cero | Domains: SCIENCE | Context: energía cinética que conservan las moléculas de una sustancia a la temperatura del cero absoluto | Ref: TERMCAT
rastrojo;## rastrojo ### Definición y sinónimos de rastrojo Sinónimos de rastrojo: ### Ejemplos de uso Ejemplos de uso del término rastrojo: - El rastrojo es u.; asimismo, las hojas secas de la patata, el retoño de heno y la parte no comestible de las leguminosas;Variants: rastrojo | Domains: SCIENCE | Context: término usado para designar residuos de las cosechas tales como los tallos del trigo, algodón, mijo y sorgo, y en algunos sitios la paja de pequeños granos y la rama de semillas leguminosas | Ref: asimismo, las hojas secas de la patata, el retoño de heno y la parte no comestible de las leguminosas
sopa de quarks;## sopa de quarks ### noun 1. (physics) A hypothetical state of matter in which the strong nuclear force is so weak that quarks are free to move about.;El País, supl. Futuro. 16.02.00;Variants: sopa de quarks | Domains: SCIENCE | Context: estado del universo, inmediatamente después del Big Bang, en el que no existía la materia tal y como hoy la conocemos, sino en una mezcla en partes casi iguales de materia, antimateria y radiación | Ref: El País, supl. Futuro. 16.02.00
capa vellosa;capa vellosa # capa vellosa ## Definición de capa vellosa La capa vellosa es una capa de tejido que se encuentra en la piel humana, especialmente en l.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: capa vellosa | Domains: SCIENCE | Context: tejido superficial joven de las raíces, que produce los pelos absorbentes | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
presión de turgencia;## presión de turgencia ### ciencias naturales La presión de turgencia es la diferencia entre la presión interna de una célula y la presión externa qu.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: presión de turgencia | Domains: SCIENCE | Context: la presión hidrostática del sistema líquido en el interior de la célula vegetal | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
función gaussiana;## función gaussiana ### Definición de función gaussiana La función gaussiana es una función matemática que se utiliza en estadística, teoría de la pr.;Wikipedia, «función gaussiana», http://es.wikipedia.org/wiki/Funci%C3%B3n_gaussiana [28.1.2014];Variants: función gaussiana | Domains: SCIENCE | Context: En estadística, la función gaussiana (en honor a Carl Friedrich Gauss) se utiliza en teoría de probabilidades como la función de densidad de la distribución normal. | Ref: Wikipedia, «función gaussiana», http://es.wikipedia.org/wiki/Funci%C3%B3n_gaussiana [28.1.2014]
módulo específico;``` módulo específico ``` Ejemplos de uso: ``` El módulo específico es una parte del sistema que se encarga de realizar una función específica. ``` ``.;Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, CELEX:32009R0428/ES;Variants: módulo específico | Domains: SCIENCE | Context: Módulo de Young en pascales, equivalente a N/m2 divididos por el peso específico en N/m3, medido a una temperatura de (296 ± 2) K ((23 ± 2) °C) y a una humedad relativa del (50 ±5)%. | Ref: Reglamento (CE) n.º 428/2009 del Consejo, de 5 de mayo de 2009, por el que se establece un régimen comunitario de control de las exportaciones, la transferencia, el corretaje y el tránsito de productos de doble uso, CELEX:32009R0428/ES
vegetación mesofita;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.; plantas que se clasifican entre las hidrofitas y las xerofitas;Variants: vegetación mesofita | Domains: SCIENCE | Context: plantas que para su crecimiento evitan tanto la humedad como la sequedad extrema | Ref: plantas que se clasifican entre las hidrofitas y las xerofitas
roedor salvaje;## roedor salvaje ### Definición y sinónimos de roedor salvaje (ciencias naturales) - roedor salvaje (n.) - ratón, rata, topo, rata de campo, rata de .;DO 1989 C 327/58;Variants: roedor salvaje | Domains: SCIENCE | Context: los roedores que han nacido y que viven en su medio natural | Ref: DO 1989 C 327/58
colineal;1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34.;COM-ES;Variants: colineal | Domains: SCIENCE | Context: Se dice de dos entidades (puntos, vectores, etc.) que están en la misma recta. | Ref: COM-ES
precipitación en forma sólida;Precipitación en forma sólida es la formación de cristales de hielo o nieve a partir del vapor de agua que se condensa en la atmósfera. La precipitaci.;ICID-Comité Español de Riegos y Drenajes, 1977;Variants: precipitación en forma sólida | Domains: SCIENCE | Context: cantidad de nieve, granizo, aguanieve u otras precipitaciones en forma sólida, que llegan a la superficie de la tierra. Se puede expresar en milímetros (o pulgadas) de precipitación tal y como caen, o bien en milímetros (o pulgadas) de altura de su equivalente en agua | Ref: ICID-Comité Español de Riegos y Drenajes, 1977
anillos de Saturno;## anillos de saturno (Saturn's rings) The rings of Saturn are a system of flat, circular bands of ice and rock particles that orbit the planet Saturn.;COM-ES a partir de la Wikipedia, https://es.wikipedia.org/wiki/Anillos_de_Saturno [1.9.2015];Variants: anillos de Saturno | Domains: SCIENCE | Context: Sistema de 4 anillos planetarios, restos fósiles de una luna cubierta de hielo, que rodean al planeta Saturno. | Ref: COM-ES a partir de la Wikipedia, https://es.wikipedia.org/wiki/Anillos_de_Saturno [1.9.2015]
valor de base;## valor de base ### Definición y sinónimos de valor de base valor de base (Sinónimos) - base value - basic value - fundamental value - intrinsic valu.;Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999;Variants: valor de base | Domains: SCIENCE | Context: valor de referencia de una característica funcional, obtenido inmediatamente después de una prueba de aceptación en una o en una serie de pruebas de constancia, que se utiliza como base para comparaciones y para la evaluación de resultados de las pruebas de constancia que se realicen posteriormente | Ref: Glosario CE-Garantía de calidad y protección radiológica en radiodiagnóstico, 1999
entomología;Entomology is the scientific study of insects, a branch of zoology. Insects constitute the class Insecta and are in the arthropod phylum Hexapoda. The.;http://es.wikipedia.org/wiki/Entomolog%C3%ADa;Variants: entomología | Domains: SCIENCE | Context: estudio científico de los insectos | Ref: http://es.wikipedia.org/wiki/Entomolog%C3%ADa
viscosidad absoluta;Viscosidad Absoluta Viscosidad Absoluta es la resistencia que ofrece una sustancia a la deformación por un flujo laminar. Es una medida del grado de f.;Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.;Variants: viscosidad absoluta | Domains: SCIENCE | Context: Relación entre la tensión de cizalladura (fuerza que actúa paralelamente a un plano envez de perpendicularmente) de un fluido y el gradiente de velocidad originado perpendicular al plano de cizalladura. | Ref: Diccionario de química física. J. M. Costa. Ediciones Díaz de Santos, Barcelona (España), 2005.
