term;definition;source
Representante Especial del Secretario General sobre la violencia contra los niños;"Nombrado con la misión principal de actuar ""como defensor global, independiente y de alto nivel con miras a promover la prevención y la erradicación de todas ls formas de violencia contra los niños en todas las regiones.""";"Naciones Unidas, Asamblea General, Resolución sobre los derechos del niño, A/RES/62/141 (18-12-2007), pto. 59.a, <a href=""http://daccess-dds-ny.un.org/doc/UNDOC/GEN/N07/472/26/PDF/N0747226.pdf?OpenElement"" target=""_blank"">http://daccess-dds-ny.un.org/doc/UNDOC/GEN/N07/472/26/PDF/N0747226.pdf?OpenElement</a> [9-12-2009]"
mecanismo por país;Uno de los dos tipos de procedimientos especiales de defensa de los derechos humanos: se trata de personas o grupos de trabajo que tienen por mandato examinar y vigilar la situación de los derechos humanos en países o territorios específicos.;"&lt; <a href=""http://www.unhchr.ch/spanish/html/menu2/2/chr_sp.htm"" target=""_blank"">http://www.unhchr.ch/spanish/html/menu2/2/chr_sp.htm</a> &gt; (21-10-2003)"
Tercera Comisión;"Una de las seis comisiones principales <a href=""/entry/result/858092/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:858092</a> de la Asamblea General de las Naciones Unidas <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> .";"Sitio de internet de la Asamblea General: ""Acerca de la Asamblea General"" <a href=""http://www.un.org/spanish/aboutun/organs/ga/58/background.html#maincttee"" target=""_blank"">http://www.un.org/spanish/aboutun/organs/ga/58/background.html#maincttee</a><br>Sede electrónica de esta Comisión: <a href=""http://www.un.org/es/ga/third/"" target=""_blank"">http://www.un.org/es/ga/third/</a>"
Grupo de Trabajo de Composición Abierta sobre el Envejecimiento;Grupo de trabajo creado por la Asamblea General de las Naciones Unidas en 2010 con el fin de aumentar la protección de los derechos humanos de las personas mayores.;"Naciones Unidas, Resolución 65/82 (doc. A/RES/65/182) <a href=""http://undocs.org/es/A/RES/65/182"" target=""_blank"">http://undocs.org/es/A/RES/65/182</a> [31.8.2018]."
UNMISS;"Misión de mantenimiento de la paz de las Naciones Unidas establecida en 2011 en virtud de la <a href=""https://undocs.org/es/S/RES/1996(2011)"" target=""_blank"">resolución S/RES/1996 (2011)</a> del Consejo de Seguridad para consolidar la paz y la seguridad en Sudán del Sur.";"Consejo-ES a partir de la <a href=""https://undocs.org/es/S/RES/1996(2011)"" target=""_blank"">resolución S/RES/1996 (2011) del Consejo de Seguridad de las Naciones Unidas<time datetime=""23.8.2019""> (23.8.2019)</time></a>"
Estructura Administrativa Provisional Mixta Kosovo-UNMIK;Estructura destinada a fomentar la participación de la población de Kosovo en el gobierno provisional de la provincia, respetando la autoridad ejecutiva y legislativa del Representante Especial del Secretario General de las Naciones Unidas.;---
patrocinador principal;Estado miembro o grupo de Estados miembros de las Naciones Unidas que presenta un proyecto de resolución.;Consejo-ES a partir de la ficha FR.
Comisión Política Especial y de Descolonización;"Una de las seis comisiones principales <a href=""/entry/result/858092/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:858092</a> de la Asamblea General de las Naciones Unidas <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> .<br>Trata los asuntos relativos a los territorios en fideicomiso y los territorios no autónomos.";"Naciones Unidas: Sede electrónica de esta Comisión <a href=""http://www.un.org/es/ga/fourth/index.shtml"" target=""_blank"">http://www.un.org/es/ga/fourth/index.shtml</a><br>Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/36C12B17CD4E4AAB852569FA0000C09E?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/36C12B17CD4E4AAB852569FA0000C09E?OpenDocument</a>"
acuerdo regional;"Acuerdo cuya finalidad es ""entender en los asuntos relativos al mantenimiento de la paz y la seguridad internacionales y susceptibles de acción regional, siempre que dichos acuerdos (...) y sus actividades sean compatibles con los Propósitos y Principios de las Naciones Unidas"" (art. 52.1).";---
Junta Administrativa;"""En el plano municipal, la administración estará a cargo de una Junta Administrativa, nombrada y encabezada por el Administrador Municipal de la UNMIK.""";---
Centro Regional de Información de la ONU;Se creó en Bruselas el 1 de enero de 2004 en sustitución de nueve Centros de Información de la ONU que se encontraban en Europa, entre ellos el de Madrid, y que fueron cerrados el 31 de diciembre de 2003 en virtud de una decisión de la Asamblea General de la ONU (58.º período de sesiones). Proporcionará información y servicios de documentación a los países de la región de Europa occidental sobre todos los segmentos de la sociedad, así como sobre proyectos conjuntos y actos organizados con socios clave, tales como los gobiernos, los medios de comunicación, las ONGs, las instituciones educativas y autoridades locales.;"&lt; <a href=""http://www.runic-europe.org/spanish/aboutspa.html"" target=""_blank"">http://www.runic-europe.org/spanish/aboutspa.html</a> &gt; (28-4-2004)"
Resolución de la Asamblea General de las Naciones Unidas;"Declaración formal adoptada por la Asamblea General de las Naciones Unidas [ <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> ], que puede ser o no ser jurídicamente vinculante.";"Consejo-ES a partir de diversas fuentes. Véase, por ejemplo, el sitio web de la Asamblea General de las Naciones Unidas <a href=""http://www.un.org/es/ga/"" target=""_blank"">http://www.un.org/es/ga/</a> [3.9.2018]"
Comité contra el Terrorismo;"Comité permanente establecido en virtud de la resolución 1373 del Consejo de Seguridad de las Naciones Unidas <a href=""/entry/result/877820/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:877820</a> e integrado por todos los miembros de dicho Consejo; su cometido es verificar la aplicación de dicha las resoluciones del CSNU por todos los Estados, para lo cual realiza con ellos una labor consistente en averigüar si cuentan con una legislación eficaz contra el terrorismo en todas las esferas mencionadas en la resolución y en velar por el fortalecimiento del mecanismo ejecutivo de los Estados para aplicar la legislación. No es un comité de sanciones ni lleva una lista de organizaciones terroristas.";"Resolución del Consejo de Seguridad <a href=""http://www.un.org/es/comun/docs/?symbol=S/RES/1373%20(2001)"" target=""_blank"">http://www.un.org/es/comun/docs/?symbol=S/RES/1373%20(2001)</a><br>Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/DGAACS/unterm.nsf/WebView/5949705A641C023F85256AE000448849?OpenDocument"" target=""_blank"">http://unterm.un.org/DGAACS/unterm.nsf/WebView/5949705A641C023F85256AE000448849?OpenDocument</a><br>Sede electrónica del Comité: <a href=""http://www.un.org/es/sc/ctc/"" target=""_blank"">http://www.un.org/es/sc/ctc/</a>"
resolución del Consejo de Seguridad de las Naciones Unidas;"Expresión oficial de la opinión o voluntad del Consejo de Seguridad de las Naciones Unidas <a href=""/entry/result/877820/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:877820</a> .";"Documentación de las Naciones Unidas: Guía de investigación de la documentación de la ONU <a href=""http://research.un.org/es/docs/resolutions"" target=""_blank"">http://research.un.org/es/docs/resolutions</a> [9.6.2017]"
Resolución 1325 sobre la Mujer, la Paz y la Seguridad;Resolución adoptada por el Consejo de Seguridad de las Naciones Unidas en octubre de 2000 con objeto de reforzar las necesidades específicas de protección de las mujeres y las niñas en situaciones de conflicto y posconflicto y de afianzar su papel en la construcción y consolidación de una paz duradera.;"Consejo-ES a partir del texto de la resolución: <a href=""http://www.un.org/en/ga/search/view_doc.asp?symbol=S/RES/1325(2000)&amp;referer=/english/&amp;Lang=S"" target=""_blank"">http://www.un.org/en/ga/search/view_doc.asp?symbol=S/RES/1325(2000)&amp;referer=/english/&amp;Lang=S</a> [26.3.2018]"
Grupo de los Estados de Europa Oriental;"Uno de los cinco ""grupos regionales"" <a href=""/entry/result/794621/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:794621</a> oficiosos de países miembros de las Naciones Unidas que se tienen en cuenta, entre otras cosas, para la distribución de los puestos de miembros no permanentes del Consejo de Seguridad, de las comisiones de la Asamblea General y de diversos órganos subsidiarios de las Naciones Unidas.";"- Naciones Unidas, UNTERM (base terminológica), voz ""grupo regional"" <a href=""http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/9f104af7acff4f9b8525738a005eb60e?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/9f104af7acff4f9b8525738a005eb60e?OpenDocument</a> <br>- Naciones Unidas, UNTERM (base terminológica, voz ""Estados de Europa Oriental"") <a href=""http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/046c3f2cb01534c2852569fa000053b5?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/8fa942046ff7601c85256983007ca4d8/046c3f2cb01534c2852569fa000053b5?OpenDocument</a><br>- Naciones Unidas: Reglamento de la Asamblea General, artículos 142 y 145, notas a pie de página 67 y 71 <a href=""http://www.un.org/es/comun/docs/?symbol=A/520/rev.17"" target=""_blank"">http://www.un.org/es/comun/docs/?symbol=A/520/rev.17</a><br>- Asamblea General: Resoluciones 1991 (XVIII) <a href=""http://www.un.org/spanish/documents/ga/res/18/ares18.htm"" target=""_blank"">http://www.un.org/spanish/documents/ga/res/18/ares18.htm</a> y 2847 (XXVI) <a href=""http://www.un.org/spanish/documents/ga/res/26/ares26.htm"" target=""_blank"">http://www.un.org/spanish/documents/ga/res/26/ares26.htm</a><br>- Naciones Unidas, Consejo de Seguridad: Informe amplio del estado de la aplicación de la resolución 1540 (2004) <a href=""http://www.un.org/es/sc/1540/comprehensive-review/pdf/CRpaper(Element%20C).pdf"" target=""_blank"">http://www.un.org/es/sc/1540/comprehensive-review/pdf/CRpaper(Element%20C).pdf</a>"
Junta Consultiva de Estudios sobre el Desarme;"Órgano consultivo de las Naciones Unidas creado en 1978, formado por personas eminentes de distintas partes del mundo seleccionadas por el secretario general por su capacidad y experiencia en el ámbito del desarme, cuyas funciones son asesorar al secretario general acerca de los diversos aspectos de la limitación de armamentos y el desarme, en particular en materia de estudios e investigación; servir como Junta de Consejeros del Instituto de las Naciones Unidas de Investigación sobre el Desarme (UNIDIR) [<a href=""/entry/result/875490/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:875490</a>], y hacer recomendaciones al Secretario General sobre la aplicación del Programa de Información de las Naciones Unidas en materia de desarme.";"Consejo-ES a partir de Naciones Unidas, <a href=""https://www.un.org/disarmament/es/junta-consultiva-en-asuntos-de-desarme/"" target=""_blank"">Junta Consultiva en Asuntos de Desarme<time datetime=""26.3.2020""> (26.3.2020)</time></a>"
grupo delictivo organizado;Grupo estructurado de tres o más personas que existe durante cierto tiempo y que actúa concertadamente con el propósito de cometer uno o más delitos graves o delitos tipificados con arreglo a la presente Convención con miras a obtener, directa o indirectamente, un beneficio económico u otro beneficio de orden material.;"Convención de las Naciones Unidas contra la delincuencia organizada transnacional y sus protocolos, UNODC, <a href=""http://www.unodc.org/documents/treaties/UNTOC/Publications/TOC%20Convention/TOCebook-s.pdf"" target=""_blank"">http://www.unodc.org/documents/treaties/UNTOC/Publications/TOC%20Convention/TOCebook-s.pdf</a> [24.10.2012]"
Fondo de Desarrollo de las Naciones Unidas para la Mujer;"Fondo creado en 1976 para promover el empoderamiento de la mujer y la igualdad entre hombre y mujer. Actualmente integrado en la <a href=""https://iate.europa.eu/entry/result/3524029/all"" target=""_blank"">Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres</a>.";"Naciones Unidas: UNTERM (base terminológica), <a href=""https://unterm.un.org/unterm/display/record/unog/na?OriginalId=57054"" target=""_blank"">Fondo de Desarrollo de las Naciones Unidas para la Mujer<time datetime=""17.11.2022""> (17.11.2022)</time></a>."
Comité del Programa y de la Coordinación;"Uno de los tres comités permanentes <a href=""/entry/result/777182/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:777182</a> del Consejo Económico y Social <a href=""/entry/result/784342/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:784342</a> y de la Asamblea General <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> de las Naciones Unidas; es su principal órgano subsidario encargado de planificación, programación y coordinación.";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/DGAACS/unterm.nsf/WebView/A1C8F51E5C7C6F49852569FA00001F4C?OpenDocument"" target=""_blank"">http://unterm.un.org/DGAACS/unterm.nsf/WebView/A1C8F51E5C7C6F49852569FA00001F4C?OpenDocument</a><br>Mandato del Comité (en inglés) <a href=""http://www.un.org/en/ga/cpc/tor.shtml"" target=""_blank"">http://www.un.org/en/ga/cpc/tor.shtml</a>"
Oficina de Servicios para Proyectos;"Entidad del sistema de las Naciones Unidas creada por la Asamblea General de las Naciones Unidas el 1-1-1995 como parte del Programa de las Naciones Unidas para el Desarrollo (PNUD) <a href=""/entry/result/791192/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791192</a> para prestar servicios destinados a proyectos y programas financiados por Estados y organizaciones Miembros de las Naciones Unidas. Se convirtió en una organización independiente en 1995. Actuando como organismo de ejecución, aplicación y cooperación, la UNOPS presta servicios de contratación, gestión y apoyo a miles de proyectos financiados por organismos del sistema de las Naciones Unidas y por instituciones financieras internacionales <a href=""/entry/result/787362/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:787362</a> . También administra acuerdos de servicios de gestión en nombre de bancos multilaterales de desarrollo, donantes bilaterales y gobiernos receptores.<br>La UNOPS es miembro del Grupo de las Naciones Unidas para el Desarrollo <a href=""/entry/result/909140/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:909140</a> .";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/FCE4CA0525980FE4852569FA0000DCEA?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/FCE4CA0525980FE4852569FA0000DCEA?OpenDocument</a><br>UNOPS: Perspectiva general de la organización <a href=""http://www.unops.org/Espanol/whoweare/Paginas/Organization%20overview.aspx"" target=""_blank"">http://www.unops.org/Espanol/whoweare/Paginas/Organization%20overview.aspx</a>"
moción de inacción;Se trata de una moción encaminada a que una comisión no se pronuncie sobre una propuesta. Tiene prioridad sobre dicha propuesta.;"Naciones Unidas, Reglamento de las Comisiones Orgánicas del Consejo Económico y Social, art. 65.1 &lt; <a href=""http://www.unhchr.ch/spanish/html/menu2/2/rules_sp.htm"" target=""_blank"">http://www.unhchr.ch/spanish/html/menu2/2/rules_sp.htm</a> &gt; (19-1-2004)"
grupo regional;Cada una de las cinco agrupaciones oficiosas de países miembros de las Naciones Unidas que se tienen en cuenta, entre otras cosas, para la distribución de los puestos de miembros no permanentes del Consejo de Seguridad, de las comisiones de la Asamblea General y de diversos órganos subsidiarios de las Naciones Unidas.;"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/9F104AF7ACFF4F9B8525738A005EB60E?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/9F104AF7ACFF4F9B8525738A005EB60E?OpenDocument</a><br>Portal RTBOT (en inglés): <i>United Nations Regional Groups</i> <a href=""http://www.rtbot.net/United_Nations_Regional_Groups"" target=""_blank"">http://www.rtbot.net/United_Nations_Regional_Groups</a>"
Organización de las Naciones Unidas;Organización internacional fundada en 1945 tras la Segunda Guerra Mundial por 51 países que se comprometieron a mantener la paz y la seguridad internacionales, fomentar entre las naciones relaciones de amistad y promover el progreso social, la mejora del nivel de vida y los derechos humanos.;"Setenta Aniversario de las Naciones Unidas &gt; La Organización &gt; <a href=""https://www.un.org/un70/es/content/history/index.html"" target=""_blank"">Historia<time datetime=""23.4.2021""> (23.4.2021)</time></a>"
Mecanismo del Secretario General para la Investigación del Presunto Uso de Armas Químicas, Biológicas o Toxínicas;Mecanismo que permite que el Secretario General de las Naciones Unidas, a petición de cualquier Estado miembro, lleve a cabo investigaciones inmediatas en respuesta a acusaciones relativas al posible uso de armas químicas, bacteriológicas (biológicas) y toxínicas.;"Consejo-ES a partir de: <div>Naciones Unidas, Oficina de Asuntos de Desarme, <a href=""https://www.un.org/disarmament/es/adm/mecanismo-del-secretario-general-para-la-investigacion-del-presunto-empleo-de-armas-quimicas-biologicas-o-toxinicas/"" target=""_blank"">Mecanismo del Secretario General<time datetime=""7.4.2020""> (7.4.2020)</time></a></div>"
Oficina del Asesor Especial en Cuestiones de Género y Adelanto de la Mujer;"Actualmente está integrada en la <b>Entidad de las Naciones Unidas para la Igualdad entre los Géneros y el Empoderamiento de la Mujer</b> <a href=""/entry/result/3524029/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:3524029</a> .";"Naciones Unidas, Asamblea General: Resolución A/RES/64/289, punto 53 <a href=""http://www.un.org/Depts/dhl/resguide/r64sp.shtml"" target=""_blank"">http://www.un.org/Depts/dhl/resguide/r64sp.shtml</a>"
Grupo de alto nivel sobre las amenazas, los desafíos y el cambio;Creado en noviembre de 2003 por Kofi Annan, Secretario General, tiene por misión analizar las principales amenazas y desafíos para la paz y la seguridad, así como proponer medidas de actuación colectiva. Se compone de antiguos jefes de gobierno y antiguos miembros de instituciones públicas.;Cf. UNTERM.
Asamblea del Milenio;"En la resolución 53/202 aprobada el 17 de diciembre 1998, la Asamblea General decidió señalar su quincuagésimo quinto período de sesiones como ""la Asamblea del Milenio de las Naciones Unidas"".";"Naciones Unidas, Asamblea General: Resolución 53/202 <a href=""http://www.un.org/spanish/milenio/ar53202.pdf"" target=""_blank"">http://www.un.org/spanish/milenio/ar53202.pdf</a>"
relator especial de las Naciones Unidas;"Experto independiente nombrado por el Consejo de Derechos Humanos de las Naciones Unidas [ <a href=""/entry/result/2218214/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:2218214</a> ] en el marco de uno de los procedimientos especiales de dicho órgano, para que presente informes y asesore sobre cuestiones de derechos humanos desde una perspectiva temática o en relación con un país o región concretos.";"Naciones Unidas &gt; Derechos humanos &gt; Oficina del Alto Comisionado &gt; Relator Especial sobre la promoción y protección del derecho a la libertad de opinión y de expresión <a href=""https://www.ohchr.org/SP/Issues/FreedomOpinion/Pages/OpinionIndex.aspx"" target=""_blank"">https://www.ohchr.org/SP/Issues/FreedomOpinion/Pages/OpinionIndex.aspx</a> [22.7.2019]."
Comisión de Asuntos Administrativos y de Presupuesto;"Una de las seis comisiones principales <a href=""/entry/result/858092/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:858092</a> de la Asamblea General de las Naciones Unidas <a href=""/entry/result/791491/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:791491</a> .";"Naciones Unidas: 58.° período de sesiones de la Asamblea General - Antecedentes <a href=""http://www.un.org/spanish/aboutun/organs/ga/58/background.html#maincttee"" target=""_blank"">http://www.un.org/spanish/aboutun/organs/ga/58/background.html#maincttee</a><br>Sede electrónica de esta Comisión: <a href=""http://www.un.org/es/ga/fifth/index.shtml"" target=""_blank"">http://www.un.org/es/ga/fifth/index.shtml</a>"
Misión de Asistencia de las Naciones Unidas en la República de Sudán del Sur;"Misión de mantenimiento de la paz de las Naciones Unidas establecida en 2011 en virtud de la <a href=""https://undocs.org/es/S/RES/1996(2011)"" target=""_blank"">resolución S/RES/1996 (2011)</a> del Consejo de Seguridad para consolidar la paz y la seguridad en Sudán del Sur.";"Consejo-ES a partir de la <a href=""https://undocs.org/es/S/RES/1996(2011)"" target=""_blank"">resolución S/RES/1996 (2011) del Consejo de Seguridad de las Naciones Unidas<time datetime=""23.8.2019""> (23.8.2019)</time></a>"
Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo;"Comité permanente establecido en virtud de la resolución 1373 del Consejo de Seguridad de las Naciones Unidas <a href=""/entry/result/877820/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:877820</a> e integrado por todos los miembros de dicho Consejo; su cometido es verificar la aplicación de dicha las resoluciones del CSNU por todos los Estados, para lo cual realiza con ellos una labor consistente en averigüar si cuentan con una legislación eficaz contra el terrorismo en todas las esferas mencionadas en la resolución y en velar por el fortalecimiento del mecanismo ejecutivo de los Estados para aplicar la legislación. No es un comité de sanciones ni lleva una lista de organizaciones terroristas.";"Resolución del Consejo de Seguridad <a href=""http://www.un.org/es/comun/docs/?symbol=S/RES/1373%20(2001)"" target=""_blank"">http://www.un.org/es/comun/docs/?symbol=S/RES/1373%20(2001)</a><br>Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/DGAACS/unterm.nsf/WebView/5949705A641C023F85256AE000448849?OpenDocument"" target=""_blank"">http://unterm.un.org/DGAACS/unterm.nsf/WebView/5949705A641C023F85256AE000448849?OpenDocument</a><br>Sede electrónica del Comité: <a href=""http://www.un.org/es/sc/ctc/"" target=""_blank"">http://www.un.org/es/sc/ctc/</a>"
declaración de la Presidencia del Consejo de Seguridad;Declaración formulada por la Presidencia del Consejo de Seguridad en nombre de este, a menudo como preludio de una resolución, que se aprueba en una sesión oficial del Consejo de Seguridad y se publica como documento oficial.;"Naciones Unidas, UNTERM (base terminológica) <a href=""https://unterm.un.org/UNTERM/Display/Record/UNHQ/NA?OriginalId=82be00cc3f58f25585256a0000074986"" target=""_blank"">https://unterm.un.org/UNTERM/Display/Record/UNHQ/NA?OriginalId=82be00cc3f58f25585256a0000074986</a> [24.7.2019]."
Plan de Acción Internacional de Madrid sobre el Envejecimiento;Programa adoptado en la Segunda Asamblea Mundial sobre el Envejecimiento, celebrada en Madrid en abril de 2002, para hacer frente a los retos que plantea el envejecimiento de la población y promover el desarrollo de una sociedad para todas las edades. Define tres ámbitos prioritarios: las personas de edad y el desarrollo, el fomento de la salud y el bienestar en la vejez y la creación de un entorno propicio y favorable.;"Declaración Política y Plan de Acción Internacional de Madrid sobre el Envejecimiento, adoptados en la Segunda Asamblea Mundial sobre el Envejecimiento (Madrid, 2002) <a href=""https://social.un.org/ageing-working-group/documents/mipaa-sp.pdf"" target=""_blank"">https://social.un.org/ageing-working-group/documents/mipaa-sp.pdf</a> [24.8.2018]"
Comité Administrativo de Coordinación;"Es el órgano que reúne a los jefes ejecutivos de todas las organizaciones, a fin de acrecentar la coordinación y cooperación sobre todas las cuestiones, tanto sustantivas como administrativas, que competen al sistema de las Naciones Unidas.<br>Veintisiete organizaciones del sistema de las Naciones Unidas, que incluyen fondos, programas y organismos especializados <a href=""/entry/result/759465/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:759465</a> , así como la OMC <a href=""/entry/result/877866/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:877866</a> y las instituciones de Bretton Woods <a href=""/entry/result/899477/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:899477</a> son miembros de la JJE. La Junta celebra dos sesiones anuales, y está presidida por el Secretario General de las Naciones Unidas. Presenta informes anuales al Consejo Económico y Social <a href=""/entry/result/784342/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:784342</a> .<br>Cuenta con el asesoramiento de tres comités: el Comité de Alto Nivel sobre Programas <a href=""/entry/result/927472/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:927472</a> , el Comité de Alto Nivel sobre Gestión <a href=""/entry/result/927471/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:927471</a> y el Grupo de las Naciones Unidas para el Desarrollo <a href=""/entry/result/909140/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:909140</a> .";"Naciones Unidas, UNTERM (base terminológica) <a href=""http://unterm.un.org/dgaacs/unterm.nsf/WebView/95D08B13AB5381E585256A7900585E72?OpenDocument"" target=""_blank"">http://unterm.un.org/dgaacs/unterm.nsf/WebView/95D08B13AB5381E585256A7900585E72?OpenDocument</a>"
coautor;Cada uno de los Estados o grupos de Estados que participan desde el principio en la elaboración de un proyecto de resolución o declaración.;"Consejo-ES a partir de varias fuentes. Véase, por ejemplo: <br>- Representación permanente de Suiza ante las Naciones Unidas, Le Conseil des droits de l'homme, Ginebra, 2014 <a href=""https://www.eda.admin.ch/dam/eda/fr/documents/publications/InternationaleOrganisationen/Uno/Human-rights-Council-practical-guide_fr"" target=""_blank"">https://www.eda.admin.ch/dam/eda/fr/documents/publications/InternationaleOrganisationen/Uno/Human-rights-Council-practical-guide_fr</a> (en francés) [4.4.2018] <br>- Asamblea General de las Naciones Unidas, Directrices para la presentación de proyectos de resolución en la Asamblea General <a href=""http://www.un.org/es/ga/guidelines_draft_resolutions.shtml"" target=""_blank"">http://www.un.org/es/ga/guidelines_draft_resolutions.shtml</a> [4.4.2018]"
Nuestra Agenda Común;"Plan de acción de las Naciones Unidas destinado a acelerar la aplicación de los acuerdos ya existentes (incluidos los <a href=""https://iate.europa.eu/entry/result/3543793/es"" target=""_blank"">Objetivos de Desarrollo Sostenible</a>), que presenta las recomendaciones del secretario general para:<div>- renovar la solidaridad entre los pueblos y entre las generaciones futuras, </div><div>- establecer a un nuevo contrato social cuyo eje sean los derechos humanos, </div><div>- y mejorar la gestión de los principales bienes comunes mundiales y asegurar que estos se suministren de forma equitativa y sostenible a todas las personas.</div>";"Consejo-ES, a partir de:<div>- Naciones Unidas, <a href=""https://undocs.org/Home/Mobile?FinalSymbol=A%2F75%2F982&amp;Language=E&amp;DeviceType=Desktop&amp;LangRequested=False"" target=""_blank"">informe del secretario general titulado «Nuestra Agenda Común»<time datetime=""15.3.2023""> (15.3.2023)</time></a> (doc. A/75/982 de 5.8.2021)</div><div>- Sitio web de las Naciones Unidas, <a href=""https://www.un.org/es/content/common-agenda-report/"" target=""_blank"">página sobre la Agenda Común<time datetime=""15.3.2023""> (15.3.2023)</time></a>. <br></div>"
moción de no actuar;Se trata de una moción encaminada a que una comisión no se pronuncie sobre una propuesta. Tiene prioridad sobre dicha propuesta.;"Naciones Unidas, Reglamento de las Comisiones Orgánicas del Consejo Económico y Social, art. 65.1 &lt; <a href=""http://www.unhchr.ch/spanish/html/menu2/2/rules_sp.htm"" target=""_blank"">http://www.unhchr.ch/spanish/html/menu2/2/rules_sp.htm</a> &gt; (19-1-2004)"
