term;definition;source;info_semantica
alternador;"1) Tipo de generador eléctrico <a href=""/entry/result/1372837/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:1372837</a> destinado a transformar la energía mecánica en eléctrica.<br>2) Generador de corriente alterna <a href=""/entry/result/1372745/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:1372745</a> .";"1) ENDESA: Centrales hidroeléctricas <a href=""http://www.endesaeduca.com/Endesa_educa/recursos-interactivos/produccion-de-electricidad/xi.-las-centrales-hidroelectricas"" target=""_blank"">http://www.endesaeduca.com/Endesa_educa/recursos-interactivos/produccion-de-electricidad/xi.-las-centrales-hidroelectricas</a><br>2) Arancel Aduanero Notex CCD 85.01<br>3) Universidad del País Vasco, Física: Generador de corriente alterna <a href=""http://www.sc.ehu.es/sbweb/fisica/elecmagnet/induccion/generador/generador.htm"" target=""_blank"">http://www.sc.ehu.es/sbweb/fisica/elecmagnet/induccion/generador/generador.htm</a>";Variants: alternador | Domains: land transport
viga oscilante;Viga situada transversalmente al sentido longitudinal del tren que soporta directamente en su punto central el peso de la caja del vehículo ferroviario, a través de un pivote o placa colocada debajo de ésta.;Diccionario de transportes públicos urbanos y suburbanos, 1986.;Variants: traviesa bailadora, viga oscilante | Domains: land transport
coche de metro;coche con motor eléctrico para circular en ferrocarriles subterráneos;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: coche de metro | Domains: land transport
Shinkansen;tren de alta velocidad japonés;Investigación y Ciencia,Noviembre 1995;"Variants: ""tren bala"", Shinkansen | Domains: land transport"
autopista;carretera con limitación de accesos y cuyo uso puede ser prohibido a ciertas clases de usuarios y de vehículos;Diccionario Técnico Vial de la AIPCR, 1991;Variants: autopista, autovía, carretera expresa, vía arteria, vía expresa | Domains: land transport
peso en vacío;Peso del continente de una mercancía o género, vehículo, caja, vasija, etc., que se rebaja en la pesada total con el contenido.;"Dicc. de la RAI (ámbito de los transportes intermodales),<br> <a href=""http://diccionario.raing.es/es/lema/tara-0"" target=""_blank"">http://diccionario.raing.es/es/lema/tara-0</a> [15.9.2017]";Variants: peso en vacío, peso muerto, tara | Domains: TRANSPORT, technology and technical regulations
regulación de la circulación;conjunto de disposiciones diseñadas para controlar el tráfico con el objetivo de mejorar las condiciones de la vía y de evitar conflictos entre sus usuarios;TERMCAT. Diccionari de trànsit (en curso de elaboración);Variants: regulación de la circulación, regulación del tráfico | Domains: land transport
accesibilidad;"medida, generalmente en términos de tiempo, de la aptitud de una red para permitir penetrar en una zona de actividad(1); índice de facilidad relativa del viaje entre dos o más puntos o áreas en el que intervienen la distancia, tiempo, coste y confort del viaje. Expresa en una sola magnitud el coste de un viaje a fin de poderlo aplicar a una probabilidad de realización de tal viaje. En modelos de transporte origen-destino, suma de los tiempos generalizados de viaje desde una zona a otra de una región ponderados con la atracción de las zonas de destino correspondientes(2)";Diccionario Técnico Vial de la AIPCR, 1991;Variants: accesibilidad | Domains: land transport
suceso estático;"Incidente o suceso de tráfico [ <a href=""/entry/result/3549279/all"" id=""ENTRY_TO_ENTRY_CONVERTER"" target=""_blank"">IATE:3549279</a> ] localizado en una posición determinada.";COM-ES;Variants: incidente estático, suceso estático | Domains: land transport
fin de autorización;Ubicación hasta la que un tren ETCS está autorizado a desplazarse y en la que la velocidad objetivo equivale a cero.;"<div>Agencia Ferroviaria Europea: <a href=""https://www.era.europa.eu/system/files/2022-11/Appendix%20A%20to%20TSI%20OPE%20(EN)%20-%20ES.pdf"" target=""_blank"">Apéndice A al Pliego de condiciones técnicas «Explotación y gestión del tráfico», Principios y normas de explotación del ERMTS (ETCS 3.3.0 y GSM-R 7.0).<time datetime=""13.2.2023""> (13.2.2023)</time></a><br></div>";Variants: fin de autorización, fin de autorización de movimiento | Domains: land transport
MA;Permiso dado a un tren para que se desplace a una ubicación específica con supervisión de la velocidad.;Principios y normas de explotación del ERMTS de la Agencia Ferroviaria de la Unión Europea;
carril de giro;carril reservado para movimientos de giro y señalizado específicamente;Diccionario Técnico Vial de la AIPCR, 1991;Variants: canal de giro a la izquierda, carril de giro, carril de giro a izquierda, carril de giro a la izquierda, carril de preselección de giro, carril de vuelta a izquierda, corredor de tránsito, pista de vuelta a izquierda, vía de giro a izquierda, vía de vuelta a izquierda | Domains: land transport
estación de destino;estación en la cual un determinado pasajero abandona el sistema de transporte público;Diccionario de transportes públicos urbanos y suburbanos, 1986;Variants: estación de destino | Domains: TRANSPORT, land transport
modo de combustible dual;Modo de funcionamiento normal de un motor de combustible dual durante el cual el motor utiliza simultáneamente combustible líquido y combustible gaseoso en algunas de sus condiciones de funcionamiento; REGLAMENTO DELEGADO (UE) 2017/654 DE LA COMISIÓN de 19 de diciembre de 2016 que complementa el Reglamento (UE) 2016/1628 del Parlamento Europeo y del Consejo por lo que respecta a los requisitos técnicos y generales relativos a los límites de emisiones y a la homologación de tipo de los motores de combustión interna destinados a las máquinas móviles no de carretera;Variants: modo de combustible dual | Domains: land transport
señal de bloqueo;señal fija instalada antes de la entrada en un cantón y que gobierna el paro de trenes según estén ocupados o no los cantones siguientes;Dic. transportes públicos urbanos y suburbanos, 1986;Variants: señal de block, señal de bloqueo, señal de cantón | Domains: land transport
servicio de vagón completo;Servicio de transporte ferroviario en el que el cliente compra a la empresa ferroviaria el transporte de al menos un vagón, en un tren compuesto por la empresa ferroviaria, programado por la empresa ferroviaria, propuesto a varios clientes y facturado por la empresa ferroviaria a cada uno de ellos;Propuesta de Reglamento relativo a las indemnizaciones por incumplimiento de los requisitos contractuales decalidad en los servicios de transporte de mercancías por ferrocarril;"Variants: servicio de vagón completo | Domains: land transport | Note: Se opone a ""tren completo""."
transporte de larga distancia;Movilización de mercancías por tierra, mar o aire a una distancia superior a 600 kilómetros.;Parlamento-ES, a partir de: Transvolando >Transporte de mercancías de larga distancia (27.10.2022);Variants: transporte de larga distancia, transporte de largo recorrido | Domains: land transport
corriente de circulación;Tráfico de una vía con sentido único;Diccionario Español de la Ingeniería, (DEI);Variants: corriente de circulación, corriente de tráfico, corriente de tránsito | Domains: land transport
estacionamiento de disuasión;lugar emplazado en la periferia de una población o en un punto adecuado fuera de su centro, bien conectado con los medios de transporte público y debidamente acondicionado para el estacionamiento de vehículos, que se ofrece como alternativa al uso del vehículo privado, para disminuir la congestión de la circulación en las poblaciones o grandes aglomeraciones;Diccionario Técnico Vial de la AIPCR, 1991;Variants: estacionamiento de disuasión | Domains: land transport
tacómetro;instrumento topográfico que sirve para medir rápidamente distancias, posiciones relativas y elevaciones de objetos distantes;PANAREDA, J.M, et al. Diccionari de cartografia, 1994;Variants: tacómetro, taquímetro | Domains: TRANSPORT, land transport
paso libre de rueda en el cambio;Cota desde el borde activo de una aguja a la cara de acoplamiento (borde no activo) de la aguja opuesta, medida en ancho de vía.;Decisión de la Comisión, de 26 de abril de 2011, sobre la especificación técnica de interoperabilidad del subsistema de infraestructura del sistema ferroviario transeuropeo convencional, CELEX:32011D0275/ES;Variants: paso libre de rueda en el cambio | Domains: land transport
marcha en pelotón;acumulación de vehículos, debida a cualquier circunstancia, en un espacio o tiempo de forma que queden más cercanos, en una de estas dos dimensiones con respecto a los planes de circulación previstos. Normalmente conjunto de vehículos a un intervalo menor del previsto por horario;Diccionario transportes públicos urbanos y suburbanos, 1986;Variants: acumulación de vehículos, marcha en pelotón | Domains: land transport
salida avanzada segura;" ""Espacio adelantado a una línea de parada de tráfico que tiene como objetivo permitir a las bicicletas iniciar la marcha en cabeza de los vehículos a motor donde existan paradas semaforizadas."""; Ordenanza de Circulación de Peatones y Ciclistas, Anexo (Ciudad de Sevilla, 2008) http://www.consorciotransportes-sevilla.com/sistematransportes/pdf/20080604_ordenanza_bicicleta.pdf (31.8.2011);Variants: salida avanzada segura, zona avanzada de espera | Domains: land transport
